Date,NR,WR,SR,ER,NER,Total
2021-12-31,101,33,84,30,11,258
2022-01-01,104,31,77,25,10,247
2022-01-02,106,29,65,20,10,230
2022-01-03,106,34,93,23,11,267
2022-01-04,107,34,86,22,10,260
2022-01-05,107,31,95,22,10,264
2022-01-06,104,33,97,23,10,267
2022-01-07,101,29,95,24,10,260
2022-01-08,107,23,93,22,10,255
2022-01-09,99,22,83,25,10,238
2022-01-10,105,32,93,21,9,260
2022-01-11,102,28,94,21,10,256
2022-01-12,98,29,95,23,9,255
2022-01-13,99,31,82,24,10,246
2022-01-14,96,29,84,23,10,241
2022-01-15,94,29,79,21,10,233
2022-01-16,99,26,71,22,9,227
2022-01-17,95,33,87,25,9,249
2022-01-18,96,39,94,28,9,266
2022-01-19,93,39,98,28,10,268
2022-01-20,94,33,102,22,10,261
2022-01-21,92,36,92,24,10,254
2022-01-22,93,26,86,24,10,238
2022-01-23,93,22,68,22,9,215
2022-01-24,96,36,99,23,9,263
2022-01-25,95,42,108,25,9,279
2022-01-26,95,32,93,23,9,252
2022-01-27,95,39,88,24,9,255
2022-01-28,95,36,83,21,9,244
2022-01-29,95,36,104,23,9,267
2022-01-30,91,31,85,24,9,240
2022-01-31,100,42,114,26,9,291
2022-02-01,98,41,119,25,9,292
2022-02-02,98,41,110,26,9,283
2022-02-03,94,33,99,25,9,259
2022-02-04,96,34,91,23,8,253
2022-02-05,101,37,94,27,10,269
2022-02-06,101,28,78,23,13,244
2022-02-07,103,46,96,26,10,281
2022-02-08,103,48,89,28,10,279
2022-02-09,102,43,90,29,9,274
2022-02-10,101,31,88,26,9,255
2022-02-11,102,30,87,26,9,254
2022-02-12,107,41,92,27,9,275
2022-02-13,104,34,74,27,8,247
2022-02-14,105,40,89,27,8,270
2022-02-15,108,43,100,26,8,286
2022-02-16,109,42,98,28,8,285
2022-02-17,110,44,92,27,8,282
2022-02-18,113,47,95,24,8,286
2022-02-19,110,51,85,27,8,281
2022-02-20,110,34,84,25,8,262
2022-02-21,111,59,96,26,9,302
2022-02-22,114,56,107,26,9,312
2022-02-23,121,57,95,26,9,308
2022-02-24,124,56,103,26,8,318
2022-02-25,124,49,103,26,8,308
2022-02-26,123,38,87,27,9,284
2022-02-27,125,40,75,24,8,272
2022-02-28,122,38,96,25,8,288
2022-03-01,123,37,97,24,8,289
2022-03-02,126,47,93,26,8,300
2022-03-03,128,42,89,26,9,294
2022-03-04,128,51,106,29,9,323
2022-03-05,132,51,104,28,9,324
2022-03-06,129,40,80,26,8,283
2022-03-07,132,45,100,31,9,317
2022-03-08,134,50,111,29,9,333
2022-03-09,134,46,118,31,10,338
2022-03-10,135,44,114,33,11,337
2022-03-11,141,45,111,31,11,340
2022-03-12,146,43,109,32,12,342
2022-03-13,144,39,88,32,11,313
2022-03-14,158,47,104,33,10,353
2022-03-15,174,59,108,40,11,391
2022-03-16,184,69,105,39,10,407
2022-03-17,188,83,117,41,10,438
2022-03-18,190,43,90,42,9,375
2022-03-19,195,36,81,44,11,367
2022-03-20,188,36,91,51,11,376
2022-03-21,177,66,107,60,10,420
2022-03-22,170,75,117,49,10,421
2022-03-23,168,74,106,46,10,403
2022-03-24,165,61,98,45,10,379
2022-03-25,160,62,109,54,9,394
2022-03-26,146,53,102,58,12,370
2022-03-27,153,43,89,42,11,337
2022-03-28,159,58,88,43,10,359
2022-03-29,171,64,100,50,11,395
2022-03-30,177,57,99,56,12,401
2022-03-31,179,65,97,59,16,417
2022-04-01,172,51,90,57,20,390
2022-04-02,175,49,77,59,23,383
2022-04-03,178,48,76,78,17,396
2022-04-04,173,64,98,93,21,448
2022-04-05,177,71,110,82,23,463
2022-04-06,187,75,110,63,18,453
2022-04-07,197,73,110,65,15,459
2022-04-08,200,70,103,89,14,475
2022-04-09,197,63,98,79,16,453
2022-04-10,200,47,87,77,10,421
2022-04-11,196,77,100,74,11,459
2022-04-12,206,68,104,67,10,455
2022-04-13,207,63,97,64,9,441
2022-04-14,193,46,78,64,9,390
2022-04-15,179,36,67,68,11,362
2022-04-16,170,37,80,64,7,358
2022-04-17,167,32,57,60,6,322
2022-04-18,174,50,83,62,7,377
2022-04-19,186,61,92,61,8,407
2022-04-20,190,67,94,57,7,415
2022-04-21,188,50,98,56,8,399
2022-04-22,179,45,94,56,7,381
2022-04-23,174,52,97,64,8,396
2022-04-24,167,33,77,57,10,345
2022-04-25,174,33,93,64,8,373
2022-04-26,175,45,99,67,7,393
2022-04-27,181,57,107,64,6,416
2022-04-28,200,56,96,63,8,423
2022-04-29,209,57,93,58,7,424
2022-04-30,206,39,82,54,12,393
2022-05-01,201,26,58,54,10,350
2022-05-02,212,38,67,58,14,388
2022-05-03,232,45,81,54,14,426
2022-05-04,238,45,66,51,15,415
2022-05-05,226,50,65,57,17,415
2022-05-06,216,39,69,52,13,388
2022-05-07,219,35,63,60,13,390
2022-05-08,225,29,53,55,13,375
2022-05-09,228,31,63,53,14,390
2022-05-10,246,34,64,56,11,411
2022-05-11,260,44,57,56,14,430
2022-05-12,293,31,52,62,19,458
2022-05-13,302,40,65,66,21,494
2022-05-14,307,37,69,81,28,523
2022-05-15,308,35,61,70,23,496
2022-05-16,307,45,70,87,27,536
2022-05-17,289,52,77,89,33,541
2022-05-18,263,56,76,87,33,515
2022-05-19,250,50,68,69,26,462
2022-05-20,255,27,64,66,30,442
2022-05-21,248,25,65,71,35,444
2022-05-22,229,22,61,73,34,421
2022-05-23,213,31,78,71,34,427
2022-05-24,209,53,86,65,27,440
2022-05-25,206,58,95,63,24,445
2022-05-26,191,39,74,65,24,394
2022-05-27,203,37,71,64,22,398
2022-05-28,230,49,89,58,23,449
2022-05-29,235,39,80,55,23,432
2022-05-30,242,51,82,58,20,452
2022-05-31,249,57,75,70,23,473
2022-06-01,253,31,71,74,23,452
2022-06-02,252,25,74,76,22,450
2022-06-03,255,41,81,84,26,487
2022-06-04,251,39,89,85,29,493
2022-06-05,267,38,69,80,29,483
2022-06-06,277,31,77,90,24,500
2022-06-07,301,27,68,90,26,512
2022-06-08,309,29,62,102,27,528
2022-06-09,311,31,70,112,30,554
2022-06-10,301,26,65,113,32,536
2022-06-11,293,24,62,106,34,518
2022-06-12,293,24,61,103,36,516
2022-06-13,301,29,67,97,34,527
2022-06-14,307,30,60,97,31,524
2022-06-15,326,29,59,108,34,557
2022-06-16,326,34,45,104,34,542
2022-06-17,299,34,49,97,35,513
2022-06-18,275,31,44,102,35,488
2022-06-19,265,27,34,112,35,472
2022-06-20,252,27,41,109,35,463
2022-06-21,246,32,45,120,36,478
2022-06-22,223,36,55,121,33,468
2022-06-23,231,32,52,116,31,463
2022-06-24,239,29,51,114,32,464
2022-06-25,256,30,48,113,31,479
2022-06-26,286,27,45,94,31,484
2022-06-27,322,29,59,113,32,555
2022-06-28,338,30,63,114,33,579
2022-06-29,342,29,53,117,36,576
2022-06-30,334,25,47,120,35,560
2022-07-01,340,20,47,118,34,559
2022-07-02,354,24,55,121,35,589
2022-07-03,355,21,53,119,33,581
2022-07-04,359,24,71,122,32,608
2022-07-05,361,28,80,120,32,620
2022-07-06,361,35,92,116,31,634
2022-07-07,352,28,91,111,30,612
2022-07-08,350,25,87,109,30,601
2022-07-09,346,22,87,110,29,594
2022-07-10,339,20,80,106,30,576
2022-07-11,363,23,89,108,32,613
2022-07-12,371,29,100,109,33,642
2022-07-13,356,31,113,116,32,648
2022-07-14,360,39,117,122,32,670
2022-07-15,362,47,131,116,31,688
2022-07-16,365,62,140,103,30,699
2022-07-17,363,51,141,111,28,694
2022-07-18,357,61,148,112,26,704
2022-07-19,364,84,138,118,27,731
2022-07-20,319,86,126,121,32,683
2022-07-21,338,106,131,129,36,740
2022-07-22,335,102,148,128,33,746
2022-07-23,330,96,141,129,32,728
2022-07-24,342,92,145,128,34,740
2022-07-25,351,102,155,128,34,770
2022-07-26,364,108,164,133,35,805
2022-07-27,363,113,159,133,35,802
2022-07-28,358,113,155,133,35,795
2022-07-29,297,111,137,135,34,714
2022-07-30,354,107,126,135,33,755
2022-07-31,337,94,126,129,35,722
2022-08-01,341,97,131,125,41,734
2022-08-02,351,82,154,132,38,756
2022-08-03,353,90,157,123,37,759
2022-08-04,362,79,148,126,36,751
2022-08-05,343,73,146,137,35,735
2022-08-06,367,68,151,131,34,751
2022-08-07,369,66,152,135,31,754
2022-08-08,366,68,171,129,34,767
2022-08-09,353,66,173,131,32,755
2022-08-10,339,78,179,132,31,759
2022-08-11,349,78,175,132,33,767
2022-08-12,360,82,182,131,32,788
2022-08-13,398,87,189,128,32,833
2022-08-14,396,78,187,125,32,818
2022-08-15,367,79,173,132,32,783
2022-08-16,368,85,178,134,31,797
2022-08-17,395,76,183,138,30,822
2022-08-18,405,78,182,131,31,827
2022-08-19,404,83,177,127,31,823
2022-08-20,397,83,176,136,29,821
2022-08-21,408,81,161,134,29,814
2022-08-22,409,83,166,142,31,831
2022-08-23,333,82,182,140,30,766
2022-08-24,387,82,181,134,31,815
2022-08-25,390,91,188,139,29,837
2022-08-26,389,101,189,140,27,846
2022-08-27,384,94,175,132,29,814
2022-08-28,376,94,175,125,30,799
2022-08-29,369,135,188,151,33,876
2022-08-30,377,128,186,152,34,877
2022-08-31,374,121,167,155,31,848
2022-09-01,376,107,181,149,33,846
2022-09-02,372,115,182,151,30,850
2022-09-03,364,111,182,151,31,839
2022-09-04,363,103,171,150,35,823
2022-09-05,362,105,173,141,37,818
2022-09-06,355,110,172,131,36,803
2022-09-07,351,111,169,146,34,811
2022-09-08,346,110,174,148,35,812
2022-09-09,363,102,177,154,33,829
2022-09-10,362,102,171,152,32,819
2022-09-11,356,102,153,151,31,794
2022-09-12,366,111,177,152,29,835
2022-09-13,364,110,180,150,30,833
2022-09-14,359,110,181,157,31,838
2022-09-15,357,107,178,146,30,819
2022-09-16,348,112,178,148,30,816
2022-09-17,347,114,185,151,31,828
2022-09-18,342,115,178,148,31,815
2022-09-19,328,117,181,150,30,806
2022-09-20,324,112,168,145,29,778
2022-09-21,330,107,176,142,28,782
2022-09-22,340,107,172,140,29,788
2022-09-23,345,107,179,140,32,803
2022-09-24,326,108,178,137,33,782
2022-09-25,326,105,180,138,33,782
2022-09-26,332,106,179,141,33,790
2022-09-27,333,107,171,141,29,781
2022-09-28,314,104,153,134,27,733
2022-09-29,294,102,156,135,27,713
2022-09-30,286,98,139,132,29,684
2022-10-01,269,101,134,127,28,659
2022-10-02,265,98,132,123,26,644
2022-10-03,251,104,166,126,25,672
2022-10-04,242,102,157,132,25,658
2022-10-05,232,96,155,143,31,657
2022-10-06,231,102,151,143,34,661
2022-10-07,225,103,151,139,33,651
2022-10-08,225,104,165,131,32,657
2022-10-09,222,105,165,136,34,661
2022-10-10,214,107,153,140,36,649
2022-10-11,223,112,152,132,36,654
2022-10-12,237,108,158,141,35,680
2022-10-13,222,105,151,145,33,657
2022-10-14,212,101,134,144,32,623
2022-10-15,206,97,145,129,30,607
2022-10-16,199,95,147,120,26,586
2022-10-17,188,95,157,120,24,584
2022-10-18,178,82,152,121,22,555
2022-10-19,174,92,154,114,22,556
2022-10-20,168,95,159,112,22,556
2022-10-21,174,83,148,104,21,531
2022-10-22,174,54,138,98,20,484
2022-10-23,176,51,143,95,20,485
2022-10-24,173,43,142,96,20,474
2022-10-25,169,42,138,97,31,478
2022-10-26,164,32,148,94,34,472
2022-10-27,163,44,157,91,36,491
2022-10-28,161,42,158,83,36,481
2022-10-29,159,36,154,78,33,460
2022-10-30,150,29,116,73,29,397
2022-10-31,151,37,141,73,27,428
